360,0.182218,0.019978,0.797804
365,0.182098,0.019938,0.797964
370,0.181923,0.019879,0.798198
375,0.181671,0.019797,0.798532
380,0.181333,0.019685,0.798982
385,0.180906,0.019542,0.799552
390,0.180313,0.019348,0.800339
395,0.179466,0.019044,0.801491
400,0.178387,0.018711,0.802902
405,0.177122,0.018402,0.804476
410,0.175488,0.018134,0.806378
415,0.173231,0.017806,0.808963
420,0.170634,0.017849,0.811517
425,0.167902,0.018708,0.813390
430,0.165027,0.020283,0.814690
435,0.162170,0.022487,0.815343
440,0.159022,0.025725,0.815253
445,0.155391,0.030017,0.814592
450,0.151001,0.036439,0.812560
455,0.145945,0.045217,0.808838
460,0.138922,0.058920,0.802158
465,0.129520,0.077870,0.792610
470,0.115180,0.109040,0.775780
475,0.095732,0.159090,0.745178
480,0.072777,0.229239,0.697984
485,0.045167,0.327343,0.627490
490,0.020987,0.440113,0.538900
495,0.007302,0.562523,0.430175
500,0.005586,0.674543,0.319871
505,0.021874,0.752578,0.225548
510,0.049540,0.802302,0.148157
515,0.085024,0.816976,0.098000
520,0.125236,0.810194,0.064569
525,0.166408,0.792172,0.041421
530,0.207057,0.766282,0.026661
535,0.243642,0.739873,0.016486
540,0.278588,0.711300,0.010112
545,0.313230,0.681278,0.005492
550,0.347296,0.650090,0.002614
555,0.381161,0.618164,0.000675
560,0.414213,0.585787,0.000000
565,0.446924,0.553076,0.000000
570,0.479038,0.520962,0.000000
575,0.509641,0.490359,0.000000
580,0.538560,0.461440,0.000000
585,0.565444,0.434556,0.000000
590,0.589960,0.410040,0.000000
595,0.611597,0.388403,0.000000
600,0.630629,0.369371,0.000000
605,0.647127,0.352873,0.000000
610,0.661224,0.338776,0.000000
615,0.673055,0.326945,0.000000
620,0.682660,0.317340,0.000000
625,0.689759,0.310241,0.000000
630,0.695483,0.304517,0.000000
635,0.700989,0.299011,0.000000
640,0.705873,0.294127,0.000000
645,0.710249,0.289751,0.000000
650,0.713713,0.286287,0.000000
655,0.715619,0.284381,0.000000
660,0.716790,0.283210,0.000000
665,0.717887,0.282113,0.000000
670,0.718732,0.281268,0.000000
675,0.719344,0.280656,0.000000
680,0.719763,0.280237,0.000000
685,0.720016,0.279984,0.000000
690,0.720160,0.279840,0.000000
695,0.720296,0.279704,0.000000
700,0.720358,0.279642,0.000000
705,0.720324,0.279676,0.000000
710,0.720227,0.279773,0.000000
715,0.720090,0.279910,0.000000
720,0.719911,0.280089,0.000000
725,0.719694,0.280306,0.000000
730,0.719447,0.280553,0.000000
735,0.719186,0.280814,0.000000
740,0.718906,0.281094,0.000000
745,0.718609,0.281391,0.000000
750,0.718292,0.281708,0.000000
755,0.717959,0.282041,0.000000
760,0.717607,0.282393,0.000000
765,0.717240,0.282760,0.000000
770,0.716859,0.283141,0.000000
775,0.716464,0.283536,0.000000
780,0.716057,0.283943,0.000000
785,0.715637,0.284363,0.000000
790,0.715208,0.284792,0.000000
795,0.714770,0.285230,0.000000
800,0.714325,0.285675,0.000000
805,0.713872,0.286128,0.000000
810,0.713411,0.286589,0.000000
815,0.712943,0.287057,0.000000
820,0.712471,0.287529,0.000000
825,0.711999,0.288001,0.000000
830,0.711523,0.288477,0.000000
